country_code,year,internet_usage,mobile_subscriptions,scientific_articles,patent_applications,research_expenditure,broadband_subscriptions,innovation_index,source,indicator_code
FRA,2022,93.27,50.95,76791.0,45409.0,1.8,44.94,40.39,mock_data,TECH_MOCK
FRA,2023,54.26,73.16,31440.0,21835.0,0.85,12.47,30.37,mock_data,TECH_MOCK
IND,2010,48.96,111.15,42452.0,246.0,0.31,20.79,20.55,mock_data,TECH_MOCK
IND,2011,43.89,138.59,26696.0,46070.0,3.77,15.13,29.91,mock_data,TECH_MOCK
IND,2012,74.22,116.19,63662.0,26828.0,2.04,27.3,64.95,mock_data,TECH_MOCK
IND,2013,72.75,109.7,90963.0,43487.0,1.56,28.33,20.36,mock_data,TECH_MOCK
IND,2014,70.68,143.59,75819.0,42581.0,2.57,43.73,61.91,mock_data,TECH_MOCK
IND,2015,25.34,121.87,74382.0,31354.0,1.48,8.14,63.37,mock_data,TECH_MOCK
IND,2016,40.4,124.8,80360.0,20274.0,1.86,13.12,21.63,mock_data,TECH_MOCK
IND,2017,27.22,60.87,84842.0,15104.0,1.66,44.07,43.96,mock_data,TECH_MOCK
IND,2018,90.88,73.3,51889.0,16380.0,3.45,37.25,47.03,mock_data,TECH_MOCK
IND,2019,48.28,110.32,45058.0,18804.0,0.31,22.47,63.05,mock_data,TECH_MOCK
IND,2020,67.35,97.07,79006.0,43200.0,1.78,23.58,48.6,mock_data,TECH_MOCK
IND,2021,71.34,62.93,12524.0,37323.0,0.71,36.94,36.61,mock_data,TECH_MOCK
IND,2022,92.81,63.77,33603.0,34173.0,1.61,38.25,56.9,mock_data,TECH_MOCK
IND,2023,31.24,147.18,6322.0,35680.0,4.38,37.66,45.23,mock_data,TECH_MOCK
AUS,2010,82.64,95.56,69559.0,20449.0,4.17,34.6,33.81,mock_data,TECH_MOCK
AUS,2011,54.73,59.89,31511.0,30626.0,4.48,18.93,57.05,mock_data,TECH_MOCK
AUS,2012,27.06,119.4,53951.0,46265.0,2.85,32.51,58.49,mock_data,TECH_MOCK
AUS,2013,87.04,83.69,16421.0,34594.0,3.26,42.48,45.72,mock_data,TECH_MOCK
AUS,2014,28.82,122.67,25143.0,5386.0,3.73,33.06,54.06,mock_data,TECH_MOCK
AUS,2015,37.72,146.67,64826.0,25093.0,1.5,42.97,41.42,mock_data,TECH_MOCK
AUS,2016,88.87,77.95,88393.0,287.0,1.49,29.39,22.08,mock_data,TECH_MOCK
AUS,2017,67.25,77.83,34987.0,22721.0,4.12,15.56,22.43,mock_data,TECH_MOCK
AUS,2018,55.63,64.0,47335.0,2330.0,3.79,40.07,53.6,mock_data,TECH_MOCK
AUS,2019,67.17,76.04,4705.0,43899.0,1.43,43.02,21.95,mock_data,TECH_MOCK
AUS,2020,43.92,65.7,98644.0,2713.0,0.95,5.59,48.63,mock_data,TECH_MOCK
AUS,2021,70.42,50.18,47082.0,8110.0,4.35,11.74,61.38,mock_data,TECH_MOCK
AUS,2022,92.44,112.56,24758.0,19410.0,1.51,23.03,42.04,mock_data,TECH_MOCK
AUS,2023,61.9,102.12,85336.0,27271.0,0.91,23.11,56.3,mock_data,TECH_MOCK
BRA,2010,47.22,67.94,89299.0,49611.0,1.76,35.18,34.72,mock_data,TECH_MOCK
BRA,2011,62.94,118.37,2453.0,7501.0,1.64,30.5,37.06,mock_data,TECH_MOCK
BRA,2012,73.78,99.27,48015.0,3559.0,1.81,20.06,36.96,mock_data,TECH_MOCK
BRA,2013,90.61,58.7,41842.0,38120.0,2.95,43.16,34.03,mock_data,TECH_MOCK
BRA,2014,35.23,92.98,21163.0,16214.0,1.98,10.19,62.89,mock_data,TECH_MOCK
BRA,2015,92.66,87.1,98449.0,42882.0,1.75,44.56,53.96,mock_data,TECH_MOCK
BRA,2016,47.58,106.41,52459.0,44765.0,2.75,31.74,58.35,mock_data,TECH_MOCK
BRA,2017,63.92,145.17,11507.0,8505.0,3.03,36.83,59.18,mock_data,TECH_MOCK
BRA,2018,59.83,60.81,12551.0,27851.0,4.26,14.51,56.96,mock_data,TECH_MOCK
BRA,2019,65.34,112.67,86303.0,45501.0,0.95,35.88,47.59,mock_data,TECH_MOCK
BRA,2020,68.34,144.82,29518.0,46333.0,0.52,5.69,47.94,mock_data,TECH_MOCK
BRA,2021,33.42,120.36,1561.0,13171.0,0.41,26.9,55.79,mock_data,TECH_MOCK
BRA,2022,31.15,72.85,88986.0,10666.0,3.48,27.87,38.24,mock_data,TECH_MOCK
BRA,2023,63.02,127.82,89450.0,32519.0,4.17,18.63,57.26,mock_data,TECH_MOCK
CAN,2010,50.01,149.68,89627.0,49147.0,1.71,7.5,32.46,mock_data,TECH_MOCK
CAN,2011,22.71,102.84,10240.0,5122.0,0.99,22.41,42.35,mock_data,TECH_MOCK
CAN,2012,66.58,143.49,38958.0,17233.0,1.2,32.75,26.17,mock_data,TECH_MOCK
CAN,2013,48.42,54.04,93405.0,6094.0,3.61,20.36,35.93,mock_data,TECH_MOCK
CAN,2014,84.33,69.61,47345.0,40530.0,2.13,18.28,30.62,mock_data,TECH_MOCK
CAN,2015,45.82,90.26,4879.0,43772.0,0.45,16.79,56.69,mock_data,TECH_MOCK
CAN,2016,26.02,135.91,95303.0,49736.0,0.93,40.21,62.16,mock_data,TECH_MOCK
CAN,2017,48.0,140.67,16540.0,4465.0,2.45,37.24,23.65,mock_data,TECH_MOCK
CAN,2018,72.0,114.85,75791.0,48069.0,0.31,37.47,46.21,mock_data,TECH_MOCK
CAN,2019,79.24,125.99,47359.0,47560.0,1.27,9.03,38.86,mock_data,TECH_MOCK
CAN,2020,55.1,93.13,50511.0,29144.0,4.1,42.22,47.31,mock_data,TECH_MOCK
CAN,2021,53.82,81.99,27962.0,19051.0,1.86,7.28,21.53,mock_data,TECH_MOCK
CAN,2022,46.69,58.85,66402.0,29000.0,2.85,13.03,25.08,mock_data,TECH_MOCK
CAN,2023,74.42,81.51,28990.0,16627.0,2.44,22.4,43.47,mock_data,TECH_MOCK
ZAF,2010,39.89,50.57,76531.0,34502.0,4.24,16.27,27.66,mock_data,TECH_MOCK
ZAF,2011,23.58,90.57,29246.0,17855.0,3.77,43.01,26.76,mock_data,TECH_MOCK
ZAF,2012,40.01,112.08,37773.0,40962.0,2.78,32.64,25.52,mock_data,TECH_MOCK
ZAF,2013,56.42,81.23,62479.0,8708.0,4.28,12.39,49.16,mock_data,TECH_MOCK
ZAF,2014,60.13,70.66,61379.0,29860.0,1.05,10.76,28.34,mock_data,TECH_MOCK
ZAF,2015,94.75,115.25,93073.0,25198.0,3.89,10.72,60.53,mock_data,TECH_MOCK
ZAF,2016,79.89,58.93,43108.0,24476.0,0.32,9.0,40.01,mock_data,TECH_MOCK
ZAF,2017,55.8,59.56,66248.0,7979.0,2.34,5.78,28.61,mock_data,TECH_MOCK
ZAF,2018,84.37,66.13,19348.0,40363.0,2.87,15.98,24.28,mock_data,TECH_MOCK
ZAF,2019,39.94,50.41,6931.0,28146.0,1.52,15.69,34.5,mock_data,TECH_MOCK
ZAF,2020,84.87,96.81,75717.0,1631.0,4.14,37.87,31.27,mock_data,TECH_MOCK
ZAF,2021,81.37,145.19,86656.0,36515.0,0.85,13.47,51.18,mock_data,TECH_MOCK
ZAF,2022,35.87,74.52,35121.0,25576.0,1.38,37.46,44.64,mock_data,TECH_MOCK
ZAF,2023,85.0,98.1,47413.0,46204.0,2.0,35.7,22.73,mock_data,TECH_MOCK
X11,2010,66.7,145.08,71483.0,7326.0,1.22,37.51,50.82,mock_data,TECH_MOCK
X11,2011,38.31,54.21,24222.0,5117.0,0.85,15.33,33.36,mock_data,TECH_MOCK
X11,2012,46.35,104.77,14358.0,38981.0,3.57,38.3,43.44,mock_data,TECH_MOCK
X11,2013,61.12,93.08,48459.0,41293.0,2.16,19.32,38.24,mock_data,TECH_MOCK
X11,2014,25.59,61.87,91869.0,30581.0,0.23,16.81,44.58,mock_data,TECH_MOCK
X11,2015,51.72,60.54,41175.0,3649.0,0.55,6.28,28.92,mock_data,TECH_MOCK
X11,2016,28.54,53.04,18488.0,12147.0,1.32,25.91,54.0,mock_data,TECH_MOCK
X11,2017,64.78,145.52,80382.0,294.0,1.73,19.6,52.43,mock_data,TECH_MOCK
X11,2018,52.99,91.84,32675.0,24793.0,0.91,25.79,39.19,mock_data,TECH_MOCK
X11,2019,91.21,106.57,53211.0,49955.0,2.24,12.21,27.75,mock_data,TECH_MOCK
X11,2020,84.73,71.93,554.0,49316.0,4.04,5.97,30.16,mock_data,TECH_MOCK
X11,2021,94.59,63.79,42983.0,31055.0,0.24,19.19,53.46,mock_data,TECH_MOCK
X11,2022,71.64,69.8,12155.0,36459.0,3.68,18.61,64.22,mock_data,TECH_MOCK
X11,2023,23.78,115.77,42969.0,3115.0,2.24,18.61,63.83,mock_data,TECH_MOCK
X12,2010,40.99,104.81,86068.0,11031.0,3.55,26.13,24.43,mock_data,TECH_MOCK
X12,2011,46.33,140.06,70299.0,49810.0,2.56,19.76,54.66,mock_data,TECH_MOCK
X12,2012,86.48,83.94,98847.0,20597.0,0.47,12.44,39.37,mock_data,TECH_MOCK
X12,2013,43.32,100.36,84730.0,13335.0,1.93,34.84,54.81,mock_data,TECH_MOCK
X12,2014,32.55,87.35,51872.0,10148.0,3.57,32.5,63.74,mock_data,TECH_MOCK
X12,2015,62.18,68.63,66013.0,25381.0,3.42,29.59,43.97,mock_data,TECH_MOCK
X12,2016,28.99,119.77,87894.0,21242.0,4.01,36.18,39.65,mock_data,TECH_MOCK
X12,2017,83.54,122.61,29234.0,4440.0,1.39,25.07,31.15,mock_data,TECH_MOCK
X12,2018,65.52,139.29,29584.0,4127.0,3.63,12.26,63.89,mock_data,TECH_MOCK
X12,2019,78.49,73.13,64036.0,17380.0,0.12,26.46,51.87,mock_data,TECH_MOCK
X12,2020,80.26,53.9,52399.0,14609.0,4.15,15.24,39.52,mock_data,TECH_MOCK
X12,2021,55.42,107.11,36581.0,22190.0,3.81,5.38,47.45,mock_data,TECH_MOCK
X12,2022,60.26,96.16,84720.0,9843.0,3.85,5.0,35.76,mock_data,TECH_MOCK
X12,2023,63.91,76.63,3609.0,31020.0,0.17,39.91,61.46,mock_data,TECH_MOCK
X13,2010,69.09,146.25,8383.0,8968.0,0.62,42.21,52.57,mock_data,TECH_MOCK
X13,2011,58.52,149.39,55861.0,22034.0,2.69,41.88,56.32,mock_data,TECH_MOCK
X13,2012,27.29,53.87,91354.0,42533.0,0.32,19.1,49.87,mock_data,TECH_MOCK
X13,2013,59.02,133.39,39819.0,41742.0,0.21,25.8,48.03,mock_data,TECH_MOCK
X13,2014,39.41,97.99,94327.0,42444.0,3.55,34.5,54.65,mock_data,TECH_MOCK
X13,2015,46.06,108.8,33505.0,15048.0,3.42,35.59,56.3,mock_data,TECH_MOCK
X13,2016,47.83,92.04,45099.0,1967.0,0.98,8.71,27.14,mock_data,TECH_MOCK
X13,2017,43.79,91.93,54632.0,11242.0,2.03,12.2,63.65,mock_data,TECH_MOCK
X13,2018,51.58,55.52,65231.0,15954.0,3.44,18.69,47.65,mock_data,TECH_MOCK
X13,2019,73.69,85.07,67879.0,1824.0,3.91,21.43,41.48,mock_data,TECH_MOCK
X13,2020,52.07,81.63,95827.0,5993.0,3.09,14.38,55.27,mock_data,TECH_MOCK
X13,2021,59.92,100.96,99038.0,1727.0,3.23,18.62,21.17,mock_data,TECH_MOCK
X13,2022,25.13,78.2,52320.0,11985.0,3.4,29.86,58.08,mock_data,TECH_MOCK
X13,2023,40.5,87.92,12362.0,42305.0,4.31,17.92,46.19,mock_data,TECH_MOCK
X14,2010,61.45,85.36,59046.0,48051.0,0.88,36.25,41.46,mock_data,TECH_MOCK
X14,2011,88.37,145.03,4158.0,10224.0,1.67,13.75,31.25,mock_data,TECH_MOCK
X14,2012,77.4,111.94,91222.0,8036.0,1.0,6.27,54.07,mock_data,TECH_MOCK
X14,2013,67.09,106.95,21563.0,24521.0,0.67,27.46,55.89,mock_data,TECH_MOCK
X14,2014,44.33,55.77,26362.0,4627.0,2.68,12.65,35.09,mock_data,TECH_MOCK
X14,2015,42.64,122.34,82838.0,37467.0,2.65,22.87,39.36,mock_data,TECH_MOCK
X14,2016,93.07,51.26,62879.0,37402.0,2.22,11.24,22.19,mock_data,TECH_MOCK
X14,2017,36.97,139.25,69208.0,15333.0,0.87,15.48,49.94,mock_data,TECH_MOCK
X14,2018,65.81,125.5,76617.0,12935.0,1.69,11.06,30.67,mock_data,TECH_MOCK
X14,2019,56.92,133.82,27502.0,31093.0,4.45,13.51,53.5,mock_data,TECH_MOCK
X14,2020,78.57,59.49,47353.0,23736.0,4.46,15.34,38.44,mock_data,TECH_MOCK
X14,2021,42.45,146.2,6905.0,3460.0,0.42,24.62,54.88,mock_data,TECH_MOCK
X14,2022,29.25,129.79,55124.0,33066.0,1.46,36.69,23.54,mock_data,TECH_MOCK
X14,2023,94.88,56.09,94113.0,30674.0,2.27,12.97,51.13,mock_data,TECH_MOCK
X15,2010,94.84,113.27,9282.0,10873.0,0.92,35.29,59.81,mock_data,TECH_MOCK
X15,2011,93.03,99.13,55342.0,37482.0,3.07,30.09,55.44,mock_data,TECH_MOCK
X15,2012,37.05,74.72,47430.0,38763.0,1.17,43.89,52.95,mock_data,TECH_MOCK
X15,2013,54.98,70.44,87819.0,896.0,2.38,8.74,64.83,mock_data,TECH_MOCK
X15,2014,78.12,108.49,26157.0,44092.0,2.57,14.9,52.21,mock_data,TECH_MOCK
X15,2015,27.77,114.27,43708.0,34147.0,4.26,5.73,32.73,mock_data,TECH_MOCK
X15,2016,35.8,60.72,91797.0,7461.0,2.08,38.68,47.78,mock_data,TECH_MOCK
X15,2017,64.25,94.3,30455.0,11866.0,2.92,9.28,32.82,mock_data,TECH_MOCK
X15,2018,21.49,116.27,66705.0,28181.0,4.2,33.08,43.17,mock_data,TECH_MOCK
X15,2019,48.62,124.29,63209.0,2338.0,2.1,38.27,44.85,mock_data,TECH_MOCK
X15,2020,90.61,140.42,72200.0,14771.0,3.48,38.26,30.88,mock_data,TECH_MOCK
X15,2021,71.37,95.76,15650.0,45636.0,4.44,32.77,32.65,mock_data,TECH_MOCK
X15,2022,43.38,61.82,24621.0,5956.0,2.79,38.28,49.17,mock_data,TECH_MOCK
X15,2023,48.85,115.95,92466.0,49428.0,4.06,42.96,34.92,mock_data,TECH_MOCK
X16,2010,61.59,71.11,66651.0,2657.0,3.02,10.34,62.93,mock_data,TECH_MOCK
X16,2011,51.46,61.13,89264.0,3703.0,1.41,12.85,54.83,mock_data,TECH_MOCK
X16,2012,45.87,110.34,9691.0,9278.0,2.0,7.57,41.78,mock_data,TECH_MOCK
X16,2013,75.01,94.25,66905.0,22769.0,1.1,27.7,44.73,mock_data,TECH_MOCK
X16,2014,58.14,61.2,60468.0,34130.0,0.65,17.79,45.85,mock_data,TECH_MOCK
X16,2015,62.82,69.42,87211.0,35552.0,2.13,36.45,30.8,mock_data,TECH_MOCK
X16,2016,87.03,91.89,20602.0,38835.0,2.09,22.12,36.6,mock_data,TECH_MOCK
X16,2017,20.65,148.91,76073.0,33265.0,4.13,25.19,60.11,mock_data,TECH_MOCK
X16,2018,84.14,98.98,86379.0,30822.0,4.49,5.08,31.51,mock_data,TECH_MOCK
X16,2019,83.43,89.16,8039.0,10183.0,0.73,7.04,42.87,mock_data,TECH_MOCK
X16,2020,86.52,87.62,7724.0,12346.0,1.7,27.89,55.07,mock_data,TECH_MOCK
X16,2021,92.16,118.75,23384.0,14821.0,1.73,14.82,60.66,mock_data,TECH_MOCK
X16,2022,41.32,149.03,64485.0,36297.0,2.4,25.21,55.35,mock_data,TECH_MOCK
X16,2023,46.24,89.14,25378.0,13777.0,2.35,28.61,26.52,mock_data,TECH_MOCK
X17,2010,75.88,112.54,61261.0,33397.0,0.4,7.58,20.1,mock_data,TECH_MOCK
X17,2011,28.69,112.67,33870.0,13840.0,1.96,44.22,45.92,mock_data,TECH_MOCK
X17,2012,83.81,80.4,62228.0,40738.0,3.6,7.09,52.22,mock_data,TECH_MOCK
X17,2013,34.45,68.3,43489.0,10514.0,2.43,28.68,27.7,mock_data,TECH_MOCK
X17,2014,58.2,136.54,8824.0,7768.0,1.17,36.09,27.68,mock_data,TECH_MOCK
X17,2015,34.31,69.63,7830.0,27628.0,3.9,24.36,35.1,mock_data,TECH_MOCK
X17,2016,91.15,59.83,97778.0,5353.0,2.98,30.33,36.37,mock_data,TECH_MOCK
X17,2017,70.09,59.22,64470.0,19940.0,1.15,29.59,25.11,mock_data,TECH_MOCK
X17,2018,20.47,132.62,91329.0,29209.0,4.04,13.47,43.93,mock_data,TECH_MOCK
X17,2019,87.16,83.49,30821.0,25351.0,3.94,9.3,56.89,mock_data,TECH_MOCK
X17,2020,33.87,142.18,75152.0,27640.0,2.75,43.47,34.03,mock_data,TECH_MOCK
X17,2021,59.1,139.71,69345.0,4389.0,2.04,29.84,46.96,mock_data,TECH_MOCK
X17,2022,76.97,73.08,86591.0,41257.0,0.91,18.86,63.23,mock_data,TECH_MOCK
X17,2023,36.36,55.22,88377.0,7161.0,2.86,37.41,45.6,mock_data,TECH_MOCK
X18,2010,44.12,70.99,94830.0,4033.0,1.46,27.41,45.96,mock_data,TECH_MOCK
X18,2011,83.0,84.96,90545.0,1692.0,3.46,42.21,52.24,mock_data,TECH_MOCK
X18,2012,22.06,134.94,71011.0,37172.0,2.64,24.4,33.85,mock_data,TECH_MOCK
X18,2013,72.86,115.53,57362.0,14392.0,3.61,5.97,60.03,mock_data,TECH_MOCK
X18,2014,52.55,122.18,49137.0,21407.0,4.13,10.93,20.05,mock_data,TECH_MOCK
X18,2015,74.23,130.29,7301.0,21742.0,1.88,41.87,41.14,mock_data,TECH_MOCK
X18,2016,44.81,70.56,82025.0,43925.0,3.38,9.57,59.28,mock_data,TECH_MOCK
X18,2017,39.46,125.42,50805.0,44943.0,2.14,23.61,56.0,mock_data,TECH_MOCK
X18,2018,28.07,57.24,12758.0,5082.0,0.34,42.91,34.06,mock_data,TECH_MOCK
X18,2019,47.46,97.97,30098.0,8895.0,2.67,28.42,40.14,mock_data,TECH_MOCK
X18,2020,79.85,56.26,5272.0,46266.0,1.02,12.18,24.01,mock_data,TECH_MOCK
X18,2021,63.19,148.75,82453.0,43712.0,3.7,44.67,55.8,mock_data,TECH_MOCK
X18,2022,30.37,120.32,59031.0,13631.0,0.82,31.16,40.99,mock_data,TECH_MOCK
X18,2023,29.93,63.13,68257.0,33632.0,3.43,24.75,26.07,mock_data,TECH_MOCK
X19,2010,50.76,113.8,98883.0,27013.0,2.17,38.94,35.59,mock_data,TECH_MOCK
X19,2011,41.28,136.25,18219.0,7570.0,3.75,35.17,28.01,mock_data,TECH_MOCK
X19,2012,71.32,59.66,69931.0,39756.0,0.82,23.18,32.15,mock_data,TECH_MOCK
X19,2013,24.0,102.98,61899.0,46484.0,2.56,10.93,40.5,mock_data,TECH_MOCK
X19,2014,90.21,100.81,37955.0,25772.0,2.95,11.83,43.38,mock_data,TECH_MOCK
X19,2015,56.14,94.97,43049.0,20650.0,2.36,5.7,63.58,mock_data,TECH_MOCK
X19,2016,72.56,110.06,73484.0,43568.0,2.58,38.59,49.55,mock_data,TECH_MOCK
X19,2017,41.57,89.58,48773.0,49825.0,0.1,15.97,38.51,mock_data,TECH_MOCK
